PHYLUM;CLASS;ORDER;GENUS;BASE_S;BASE_STG;TOP_S;TOP_STG;RANGE_BASE;RANGE_TOP;EXT_BASE;EXT_TOP;MOBILITY;PREDATOR
Protista;Rhizopodea;Foraminiferida;Fusulina;C;Mosc-l;C;Mosc-u;307;307;307;307;1;0
Protista;Rhizopodea;Foraminiferida;Fusulinella;C;Mosc-l;C;Step-u;307;293;307;293;1;0
Protista;Rhizopodea;Foraminiferida;Gabonita;K;Coni;K;Maes;87;67;87;67;1;0
Protista;Rhizopodea;Foraminiferida;Galeanella;Tr;Nori;Tr;Rhae;210;202;210;202;1;0
Protista;Rhizopodea;Foraminiferida;Galliherina;T;Mi-m;T;Mi-u;14.8;7.1;14.8;7.1;1;0
Protista;Rhizopodea;Foraminiferida;Gallitellia;Q;Plei;;;1;1;1;1;1;0
Protista;Rhizopodea;Foraminiferida;Gallowaiina;P;Dora;;;252;252;252;252;1;0
Protista;Rhizopodea;Foraminiferida;Galwayella;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Protista;Rhizopodea;Foraminiferida;Gandinella;Tr;Nori-u;Tr;Rhae;210;202;210;202;1;0
Protista;Rhizopodea;Foraminiferida;Ganella;T;Eo-l;T;Eo-m-l;53;43;53;43;1;0
Protista;Rhizopodea;Foraminiferida;Gansserina;K;Maes-l;K;Maes-u;67;66;67;66;1;0
Protista;Rhizopodea;Foraminiferida;Garantella;J;Aale;K;Haut;176;129;176;129;1;0
Protista;Rhizopodea;Foraminiferida;Gastroammina;S;Wenl-l;;;426;426;426;426;1;0
Protista;Rhizopodea;Foraminiferida;Gaudryina;Tr;Carn;R;*;225;0;225;0;1;0
Protista;Rhizopodea;Foraminiferida;Gaudryinella;K;Vala-u;K;Ceno;134;97;134;97;1;0
Protista;Rhizopodea;Foraminiferida;Gaudryinoides;K;Ceno;;;97;97;97;97;1;0
Protista;Rhizopodea;Foraminiferida;Gaudryinopsis;Tr;u;T;Eo-u;228;36;999;36;1;0
Protista;Rhizopodea;Foraminiferida;Gavelinella;K;Barr;T;Than;124;57;124;57;1;0
Protista;Rhizopodea;Foraminiferida;Gavelinopsis;T;Eo;R;*;52;0;999;0;1;0
Protista;Rhizopodea;Foraminiferida;Geintzina;P;Asse;P;Dora;290;252;290;252;1;0
Protista;Rhizopodea;Foraminiferida;Gemellides;K;Maes-l;R;;67;0;67;0;1;0
Protista;Rhizopodea;Foraminiferida;Geminospira;T;Plio;R;;5;0;5;0;1;0
Protista;Rhizopodea;Foraminiferida;Gendrotella;K;Sant-u;;;84;84;84;84;1;0
Protista;Rhizopodea;Foraminiferida;Gerkeina;P;Leon-u;;;271;271;271;271;1;0
Protista;Rhizopodea;Foraminiferida;Gheorghianina;Tr;Anis-u;Tr;Carn;243;225;243;225;1;0
Protista;Rhizopodea;Foraminiferida;Gigasbia;C;Vise-u;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Giraliarella;P;;;;999;999;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Glabratella;T;Eo-u;R;*;36;0;36;0;1;0
Protista;Rhizopodea;Foraminiferida;Glabratellina;T;Mi;R;;22;0;999;0;1;0
Protista;Rhizopodea;Foraminiferida;Glandulina;T;Than-l;R;*;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Glandulinoides;Tr;Carn;;;225;225;225;225;1;0
Protista;Rhizopodea;Foraminiferida;Glandulopleurostomella;T;Eo;Q;Plei;52;1;999;1;1;0
Protista;Rhizopodea;Foraminiferida;Globanomalina;T;Dani;T;Eo-l;63;50;63;50;1;0
Protista;Rhizopodea;Foraminiferida;Globicuniculus;T;Mi-l-u;T;Mi-m;18;14.8;18;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Globigerapsis;T;Eo-m;;;43;43;43;43;1;0
Protista;Rhizopodea;Foraminiferida;Globigerina;T;Eo-m-u;R;*;40;0;40;0;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinatella;T;Mi-l-u;T;Mi-m;18;14.8;18;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinatheka;T;Eo-l;T;Eo-u;53;36;53;36;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinella;T;Eo-m-u;R;*;40;0;40;0;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinelloides;K;Apti-l;K;Maes-u;116;66;116;66;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinita;T;Ol-u;R;*;26;0;26;0;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinoides;T;Ol-u;R;*;26;0;26;0;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinoidesella;T;Mi-l;R;*;20.5;0;20.5;0;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinoita;T;Mi-l-u;R;*;18;0;18;0;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinopsis;T;Mi-m;;;14.8;14.8;14.8;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Globigerinopsoides;T;Mi-m;T;Mi-u;14.8;7.1;14.8;7.1;1;0
Protista;Rhizopodea;Foraminiferida;Globimorphina;K;Turo;T;Eo-l;92;50;92;50;1;0
Protista;Rhizopodea;Foraminiferida;Globispiroplectamminha;C;Vise;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Globivalvulina;C;Serp-l;P;Dora;325;252;325;252;1;0
Protista;Rhizopodea;Foraminiferida;Globobulimina;T;Dani;R;*;63;0;63;0;1;0
Protista;Rhizopodea;Foraminiferida;Globocassidulina;T;Eo-u;R;*;36;0;36;0;1;0
Protista;Rhizopodea;Foraminiferida;Globochernella;C;Vise;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Globoconusa;T;Dani;;;63;63;63;63;1;0
Protista;Rhizopodea;Foraminiferida;Globoendothyra;C;Vise-l;C;Mosc;337;307;337;307;1;0
Protista;Rhizopodea;Foraminiferida;Globofissurella;T;Ol-u;R;;26;0;26;0;1;0
Protista;Rhizopodea;Foraminiferida;Globoquadrina;T;Eo-u;T;Mi-u;36;7.1;36;7.1;1;0
Protista;Rhizopodea;Foraminiferida;Globoreticulina;T;Eo-m;;;43;43;43;43;1;0
Protista;Rhizopodea;Foraminiferida;Globorosalina;T;Eo-u;T;Mi;36;11.2;36;999;1;0
Protista;Rhizopodea;Foraminiferida;Globorotalia;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Protista;Rhizopodea;Foraminiferida;Globorotalites;K;Barr;K;Maes-u;124;66;124;66;1;0
Protista;Rhizopodea;Foraminiferida;Globorotaloides;T;Than;R;;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Globospirillina;J;Tith;K;Apti;145;116;145;116;1;0
Protista;Rhizopodea;Foraminiferida;Globotetrataxis;C;Vise-u;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Globotruncana;K;Sant-l;K;Maes-u;84;66;84;66;1;0
Protista;Rhizopodea;Foraminiferida;Globotruncanella;K;Maes-l;K;Maes-u;67;66;67;66;1;0
Protista;Rhizopodea;Foraminiferida;Globotruncanita;K;Camp;K;Maes-u;77;66;77;66;1;0
Protista;Rhizopodea;Foraminiferida;Globoturborotalita;T;Ol-u;R;*;26;0;26;0;1;0
Protista;Rhizopodea;Foraminiferida;Globuligerina;J;Bath-m;J;Oxfo-u;164;154;164;154;1;0
Protista;Rhizopodea;Foraminiferida;Globulina;J;Call;R;*;159;0;159;0;1;0
Protista;Rhizopodea;Foraminiferida;Globulospinella;T;Mi-m;R;;14.8;0;14.8;0;1;0
Protista;Rhizopodea;Foraminiferida;Glomalveolina;T;Than-l;T;Eo-m;57;43;57;43;1;0
Protista;Rhizopodea;Foraminiferida;Glomodiscus;C;Vise-l;C;Vise-u;337;334;337;334;1;0
Protista;Rhizopodea;Foraminiferida;Glomospira;C;Vise;R;*;337;0;337;0;1;0
Protista;Rhizopodea;Foraminiferida;Glomospiranella;D;Fame-l;C;Vise-u;368;334;368;334;1;0
Protista;Rhizopodea;Foraminiferida;Glomospirella;C;Bash;T;Mi;317;11.2;317;999;1;0
Protista;Rhizopodea;Foraminiferida;Glomospiroides;C;Bash-l;C;Step;317;297;317;999;1;0
Protista;Rhizopodea;Foraminiferida;Glomotrocholina;P;u;;;255;255;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Glubokoevella;S;Ludl;;;421;421;421;421;1;0
Protista;Rhizopodea;Foraminiferida;Glyphostomella;C;Mosc;C;Step-u;307;293;307;293;1;0
Protista;Rhizopodea;Foraminiferida;Goesella;K;Sant-u;R;;84;0;84;0;1;0
Protista;Rhizopodea;Foraminiferida;Gonatosphaera;T;Ol-u;T;Mi;26;11.2;26;999;1;0
Protista;Rhizopodea;Foraminiferida;Gorbachikella;J;Call-l;K;Apti-u;159;116;159;116;1;0
Protista;Rhizopodea;Foraminiferida;Gorisella;T;Mi-m;;;14.8;14.8;14.8;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Goupillaudina;K;Coni;K;Maes;87;67;87;67;1;0
Protista;Rhizopodea;Foraminiferida;Granuliferella;D;Fame;C;Vise;368;334;368;334;1;0
Protista;Rhizopodea;Foraminiferida;Granuliferelloides;C;Tour-u;;;354;354;354;354;1;0
Protista;Rhizopodea;Foraminiferida;Gravellina;T;Than;T;Mi-l?;57;20.5;57;20.5;1;0
Protista;Rhizopodea;Foraminiferida;Grigelis;T;Eo-u;R;;36;0;36;0;1;0
Protista;Rhizopodea;Foraminiferida;Grillina;Tr;Carn;Tr;Rhae;225;202;225;202;1;0
Protista;Rhizopodea;Foraminiferida;Grillita;K;Albi-m;;;106;106;106;106;1;0
Protista;Rhizopodea;Foraminiferida;Grimsdaleinella;K;Turo;K;Coni;92;87;92;87;1;0
Protista;Rhizopodea;Foraminiferida;Gsollbergella;Tr;Carn-l;Tr;Carn-u;225;225;225;225;1;0
Protista;Rhizopodea;Foraminiferida;Gubkinella;K;Camp;K;Maes;77;67;77;67;1;0
Protista;Rhizopodea;Foraminiferida;Gublerina;K;Sant;K;Maes-u;84;66;84;66;1;0
Protista;Rhizopodea;Foraminiferida;Guembelitria;K;Albi-m;T;Dani;106;63;106;63;1;0
Protista;Rhizopodea;Foraminiferida;Guembelitriella;K;Ceno-l;;;97;97;97;97;1;0
Protista;Rhizopodea;Foraminiferida;Guembelitrioides;T;Eo-l;T;Eo-m-l;53;43;53;43;1;0
Protista;Rhizopodea;Foraminiferida;Gunteria;T;Eo-m;;;43;43;43;43;1;0
Protista;Rhizopodea;Foraminiferida;Guppyella;T;Mi-l-u;R;;18;0;18;0;1;0
Protista;Rhizopodea;Foraminiferida;Gutnicella;J;m;;;175;175;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Guttulina;J;Bath;R;*;164;0;164;0;1;0
Protista;Rhizopodea;Foraminiferida;Gypsina;T;Eo-u;R;*;36;0;36;0;1;0
Protista;Rhizopodea;Foraminiferida;Gyroconulina;K;Maes-u;;;67;67;67;67;1;0
Protista;Rhizopodea;Foraminiferida;Gyroidina;T;Mi-u-u;R;*;7;0;7;0;1;0
Protista;Rhizopodea;Foraminiferida;Gyroidinella;T;Eo-m-l;T;Eo-m-u;46;43;46;43;1;0
Protista;Rhizopodea;Foraminiferida;Gyroidinoides;K;Ceno;R;*;97;0;97;0;1;0
Protista;Rhizopodea;Foraminiferida;Gyrovalvulina;T;Eo-m-l;T;Eo-m-u;46;43;46;43;1;0
Protista;Rhizopodea;Foraminiferida;Haddonia;T;Eo;R;;52;0;999;0;1;0
Protista;Rhizopodea;Foraminiferida;Haerella;K;Sant;K;Camp;84;77;84;77;1;0
Protista;Rhizopodea;Foraminiferida;Haeuslerella;T;Ol-l;T;Plio-l;32;4;32;4;1;0
Protista;Rhizopodea;Foraminiferida;Hagenowella;K;Ceno;K;Maes-u;97;66;97;66;1;0
Protista;Rhizopodea;Foraminiferida;Hagenowina;K;Camp;K;Maes;77;67;77;67;1;0
Protista;Rhizopodea;Foraminiferida;Haimasiella;K;Albi;;;106;106;106;106;1;0
Protista;Rhizopodea;Foraminiferida;Halenia;C;Vise;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Halkyardia;T;Eo-m-l;T;Ol-l-u;46;32;46;32;1;0
Protista;Rhizopodea;Foraminiferida;Hanostaffella;C;Mosc-u;;;307;307;307;307;1;0
Protista;Rhizopodea;Foraminiferida;Hansenisca;T;Ol-u;;;26;26;26;26;1;0
Protista;Rhizopodea;Foraminiferida;Hantkenina;T;Eo-m-l;T;Eo-u;46;36;46;36;1;0
Protista;Rhizopodea;Foraminiferida;Hanzawaia;T;Ol-u?;R;*;26;0;26;0;1;0
Protista;Rhizopodea;Foraminiferida;Haoella;P;Djhu;;;257;257;257;257;1;0
Protista;Rhizopodea;Foraminiferida;Haplophragmella;C;Tour-u;C;Vise-u;354;334;354;334;1;0
Protista;Rhizopodea;Foraminiferida;Haplophragmina;C;Serp-u;C;Mosc;325;307;325;307;1;0
Protista;Rhizopodea;Foraminiferida;Haplophragmium;J;Bajo-u;K;Albi-u;171;106;171;106;1;0
Protista;Rhizopodea;Foraminiferida;Haplophragmoides;K;Berr-u;R;;140;0;140;0;1;0
Protista;Rhizopodea;Foraminiferida;Hastigerina;T;Mi-u-u;R;*;7;0;7;0;1;0
Protista;Rhizopodea;Foraminiferida;Hastigerinella;T;Eo-l;T;Eo-m-l;53;43;53;43;1;0
Protista;Rhizopodea;Foraminiferida;Hastigerinoides;K;Coni;K;Camp-l;87;77;87;77;1;0
Protista;Rhizopodea;Foraminiferida;Hastigerinopsis;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Protista;Rhizopodea;Foraminiferida;Hauerina;T;Eo-l;R;;53;0;53;0;1;0
Protista;Rhizopodea;Foraminiferida;Haurania;J;Sine-u;J;Bath;194;164;194;164;1;0
Protista;Rhizopodea;Foraminiferida;Hayasakaina;P;Leon;;;277;277;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Haynesina;T;Plio-l;R;;5;0;5;0;1;0
Protista;Rhizopodea;Foraminiferida;Hechtina;K;Vala;K;Apti;134;116;134;116;1;0
Protista;Rhizopodea;Foraminiferida;Hedbergella;K;Apti-u;K;Maes-u;116;66;116;66;1;0
Protista;Rhizopodea;Foraminiferida;Hedraites;P;l;;;290;290;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Helentappanella;T;Eo-m-u;;;40;40;40;40;1;0
Protista;Rhizopodea;Foraminiferida;Helicolepidina;T;Eo-m;T;Eo-u;43;36;43;36;1;0
Protista;Rhizopodea;Foraminiferida;Helicorbitoides;K;Camp-u;;;77;77;77;77;1;0
Protista;Rhizopodea;Foraminiferida;Helicostegina;T;Eo-m-l;T;Eo-u;46;36;46;36;1;0
Protista;Rhizopodea;Foraminiferida;Helicosteginopsis;T;Eo-u;;;36;36;36;36;1;0
Protista;Rhizopodea;Foraminiferida;Hellenocyclina;K;Maes-u;;;67;67;67;67;1;0
Protista;Rhizopodea;Foraminiferida;Helvetoglobatruncana;K;Turo-l;K;Coni-l;92;87;92;87;1;0
Protista;Rhizopodea;Foraminiferida;Hemicyclammina;K;Apti;K;Ceno-m;116;97;116;97;1;0
Protista;Rhizopodea;Foraminiferida;Hemidiscus;C;u;P;Dora;320;252;999;252;1;0
Protista;Rhizopodea;Foraminiferida;Hemifusulina;C;Mosc-l;C;Mosc-u;307;307;307;307;1;0
Protista;Rhizopodea;Foraminiferida;Hemifusulinella;C;Mosc-l;;;307;307;307;307;1;0
Protista;Rhizopodea;Foraminiferida;Hemirobulina;K;u;R;;95;0;999;0;1;0
Protista;Rhizopodea;Foraminiferida;Hemisphaerammina;Cm;m;R;;505;0;505;0;1;0
Protista;Rhizopodea;Foraminiferida;Hemithurammina;C;Vise;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Hemlebenia;K;Apti-u;;;116;116;116;116;1;0
Protista;Rhizopodea;Foraminiferida;Hensonia;K;Camp;K;Maes;77;67;77;67;1;0
Protista;Rhizopodea;Foraminiferida;Hensonina;K;Albi;K;Ceno;106;97;106;97;1;0
Protista;Rhizopodea;Foraminiferida;Hergottella;K;Apti;;;116;116;116;116;1;0
Protista;Rhizopodea;Foraminiferida;Heronallenia;T;Eo-m-l;R;*;46;0;46;0;1;0
Protista;Rhizopodea;Foraminiferida;Heterantyx;K;Barr;K;Albi;124;106;124;106;1;0
Protista;Rhizopodea;Foraminiferida;Heterillina;T;Eo-m-l;T;Ol-l?;46;32;46;32;1;0
Protista;Rhizopodea;Foraminiferida;Heterocoskinolina;K;Ceno-m;;;97;97;97;97;1;0
Protista;Rhizopodea;Foraminiferida;Heterohelix;K;Ceno-m;K;Maes-u;97;66;97;66;1;0
Protista;Rhizopodea;Foraminiferida;Heterolepa;K;Maes-l;R;*;67;0;67;0;1;0
Protista;Rhizopodea;Foraminiferida;Heteromorphina;R;;;;0;0;0;0;1;0
Protista;Rhizopodea;Foraminiferida;Heterostegina;T;Eo-l;R;*;53;0;53;0;1;0
Protista;Rhizopodea;Foraminiferida;Heterostomella;K;Sant;K;Maes-u;84;66;84;66;1;0
Protista;Rhizopodea;Foraminiferida;Hidaella;C;Mosc-u;;;307;307;307;307;1;0
Protista;Rhizopodea;Foraminiferida;Hidina;T;Mi-l-u;T;Mi-m;18;14.8;18;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Hiltermannella;K;Maes;;;67;67;67;67;1;0
Protista;Rhizopodea;Foraminiferida;Hippocrepina;R;;;;0;0;0;0;1;0
Protista;Rhizopodea;Foraminiferida;Hippocrepinella;C;Bash?;R;;317;0;317;0;1;0
Protista;Rhizopodea;Foraminiferida;Hirsutospirella;Tr;Nori;;;210;210;210;210;1;0
Protista;Rhizopodea;Foraminiferida;Histopomphus;K;Albi;;;106;106;106;106;1;0
Protista;Rhizopodea;Foraminiferida;Historbitoides;K;Maes;;;67;67;67;67;1;0
Protista;Rhizopodea;Foraminiferida;Hoeglundina;T;Than?;R;*;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Hofkerina;T;Mi;;;22;22;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Hofkeruva;T;Ol-l;T;Plio-l;32;4;32;4;1;0
Protista;Rhizopodea;Foraminiferida;Holkeria;C;Vise-u;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Hollandina;T;Than;;;57;57;57;57;1;0
Protista;Rhizopodea;Foraminiferida;Holmanella;T;Mi-m;;;14.8;14.8;14.8;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Homalohedra;Q;Plei;R;;1;0;1;0;1;0
Protista;Rhizopodea;Foraminiferida;Homotrema;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Protista;Rhizopodea;Foraminiferida;Hopkinsina;T;Eo;R;*;52;0;999;0;1;0
Protista;Rhizopodea;Foraminiferida;Hopkinsinella;T;Mi-u;R;;8;0;8;0;1;0
Protista;Rhizopodea;Foraminiferida;Hormosina;T;Than;R;;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Hormosinella;T;Than;R;;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Hospitella;R;;;;0;0;0;0;1;0
Protista;Rhizopodea;Foraminiferida;Hottingerella;K;Berr;K;Barr;140;124;140;124;1;0
Protista;Rhizopodea;Foraminiferida;Hottingerina;T;Than-l;;;57;57;57;57;1;0
Protista;Rhizopodea;Foraminiferida;Hottingerita;K;Barr;;;124;124;124;124;1;0
Protista;Rhizopodea;Foraminiferida;Howchinella;P;Sakm;;;285;285;285;285;1;0
Protista;Rhizopodea;Foraminiferida;Howchinia;C;Vise-u;C;Mosc;337;307;337;307;1;0
Protista;Rhizopodea;Foraminiferida;Hoyenella;Tr;Rhae;;;203;203;203;203;1;0
Protista;Rhizopodea;Foraminiferida;Hubeiella;P;Leon;;;277;277;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Hyalinea;Q;Plei;R;;1;0;1;0;1;0
Protista;Rhizopodea;Foraminiferida;Hyalinonetrion;T;Ol-l-u;R;*;29;0;29;0;1;0
Protista;Rhizopodea;Foraminiferida;Hydrania;Tr;Carn;;;225;225;225;225;1;0
Protista;Rhizopodea;Foraminiferida;Hyderia;T;Eo-l;;;53;53;53;53;1;0
Protista;Rhizopodea;Foraminiferida;Hyperammina;D;Gedi-u;R;;415;0;415;0;1;0
Protista;Rhizopodea;Foraminiferida;Hyperamminita;P;;;;999;999;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Hyperamminoides;C;Step-u;;;293;293;293;293;1;0
Protista;Rhizopodea;Foraminiferida;Hyperbathoides;S;Wenl;;;426;426;426;426;1;0
Protista;Rhizopodea;Foraminiferida;Ichthyolaria;P;Djhu;J;u;257;144;257;999;1;0
Protista;Rhizopodea;Foraminiferida;Idalina;K;Camp?;K;Maes;77;67;77;67;1;0
Protista;Rhizopodea;Foraminiferida;Igorina;T;Than;T;Eo-l;57;50;57;50;1;0
Protista;Rhizopodea;Foraminiferida;Ilerdorbis;K;Camp;;;77;77;77;77;1;0
Protista;Rhizopodea;Foraminiferida;Illigata;S;Ldov;;;435;435;435;435;1;0
Protista;Rhizopodea;Foraminiferida;Inaequalina;T;Mi;R;;22;0;999;0;1;0
Protista;Rhizopodea;Foraminiferida;Inauris;D;l;D;m;415;383;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Inflatobolivinella;T;Eo-u;T;Plio;36;4;36;4;1;0
Protista;Rhizopodea;Foraminiferida;Inordinatosphaera;T;Eo-m-l;;;46;46;46;46;1;0
Protista;Rhizopodea;Foraminiferida;Insculptarenula;K;Albi;T;Than;106;57;106;57;1;0
Protista;Rhizopodea;Foraminiferida;Insolentitheca;C;Vise-l;P;Asse;337;290;337;290;1;0
Protista;Rhizopodea;Foraminiferida;Involutaria;Tr;Carn;;;225;225;225;225;1;0
Protista;Rhizopodea;Foraminiferida;Involutina;Tr;Nori;K;Ceno;210;97;210;97;1;0
Protista;Rhizopodea;Foraminiferida;Involvina;Tr;Rhae;;;203;203;203;203;1;0
Protista;Rhizopodea;Foraminiferida;Iowanella;C;Step-l;;;299;299;299;299;1;0
Protista;Rhizopodea;Foraminiferida;Iraqia;K;Apti;K;Maes;116;67;116;67;1;0
Protista;Rhizopodea;Foraminiferida;Irenita;Q;Plei;R;;1;0;1;0;1;0
Protista;Rhizopodea;Foraminiferida;Irregularina;D;Give;C;Tour;385;347;385;347;1;0
Protista;Rhizopodea;Foraminiferida;Islandiella;T;Than;R;*;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Ismailia;K;Ceno;;;97;97;97;97;1;0
Protista;Rhizopodea;Foraminiferida;Istriloculina;K;Berr-u;K;Apti-l;140;116;140;116;1;0
Protista;Rhizopodea;Foraminiferida;Iuliusina;K;Barr;;;124;124;124;124;1;0
Protista;Rhizopodea;Foraminiferida;Ivanovella;S;Ludl;;;421;421;421;421;1;0
Protista;Rhizopodea;Foraminiferida;Ivdelina;D;l;;;415;415;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Jaculella;R;;;;0;0;0;0;1;0
Protista;Rhizopodea;Foraminiferida;Jadammina;T;Eo-m;R;;43;0;43;0;1;0
Protista;Rhizopodea;Foraminiferida;Janischewskina;C;Vise-u;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Jarvisella;T;Mi-l-u;T;Mi-m;18;14.8;18;14.8;1;0
Protista;Rhizopodea;Foraminiferida;Jascottella;K;Sant;K;Camp-l;84;77;84;77;1;0
Protista;Rhizopodea;Foraminiferida;Jurella;J;Call-m;J;Oxfo;159;154;159;154;1;0
Protista;Rhizopodea;Foraminiferida;Kaeveria;Tr;Nori;Tr;Rhae;210;202;210;202;1;0
Protista;Rhizopodea;Foraminiferida;Kahlerina;P;Leon-m;P;Djhu;279;257;279;257;1;0
Protista;Rhizopodea;Foraminiferida;Kalamopsis;K;Sant;R;;84;0;84;0;1;0
Protista;Rhizopodea;Foraminiferida;Kalosha;T;Plio-l;;;5;5;5;5;1;0
Protista;Rhizopodea;Foraminiferida;Kamurana;P;Djhu;Tr;l;257;246;257;999;1;0
Protista;Rhizopodea;Foraminiferida;Kanakaia;T;Mi-l-l;;;22;22;22;22;1;0
Protista;Rhizopodea;Foraminiferida;Kangvarella;P;u;;;255;255;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Kansanella;C;Step-l;C;Step-u;299;293;299;293;1;0
Protista;Rhizopodea;Foraminiferida;Karaburunia;Tr;Anis-u;;;243;243;243;243;1;0
Protista;Rhizopodea;Foraminiferida;Karaisella;J;Oxfo;;;154;154;154;154;1;0
Protista;Rhizopodea;Foraminiferida;Karreria;K;Albi;R;;106;0;106;0;1;0
Protista;Rhizopodea;Foraminiferida;Karreriella;T;Than-l;R;*;57;0;57;0;1;0
Protista;Rhizopodea;Foraminiferida;Karrerotextularia;T;Eo-m-u;R;;40;0;40;0;1;0
Protista;Rhizopodea;Foraminiferida;Kasachstanodiscus;C;Vise-l;C;Serp-u?;337;325;337;325;1;0
Protista;Rhizopodea;Foraminiferida;Kassabiana;K;Maes-u;;;67;67;67;67;1;0
Protista;Rhizopodea;Foraminiferida;Kathina;K;u;T;Than-u;95;57;999;57;1;0
Protista;Rhizopodea;Foraminiferida;Kechenotiske;C;Mosc;K;Nc;307;128;307;999;1;0
Protista;Rhizopodea;Foraminiferida;Keramosphaerina;K;Coni;K;Maes;87;67;87;67;1;0
Protista;Rhizopodea;Foraminiferida;Kerionammina;O;Cara-m;;;453;453;453;453;1;0
Protista;Rhizopodea;Foraminiferida;Kettnerammina;D;Give-u;D;Fras-m;385;375;385;375;1;0
Protista;Rhizopodea;Foraminiferida;Kilianina;J;Bath-u;J;Tith-l;164;145;164;145;1;0
Protista;Rhizopodea;Foraminiferida;Klamathina;P;Sakm-u;P;Leon-l;285;278;285;278;1;0
Protista;Rhizopodea;Foraminiferida;Klubonibelia;C;Vise-u;;;337;337;337;337;1;0
Protista;Rhizopodea;Foraminiferida;Klubovella;D;Fame-u;;;368;368;368;368;1;0
Protista;Rhizopodea;Foraminiferida;Kolchidina;T;Dani;;;63;63;63;63;1;0
Protista;Rhizopodea;Foraminiferida;Kolesnikovella;T;Eo;;;52;52;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Korobkovella;T;Eo-m;T;Eo-u;43;36;43;36;1;0
Protista;Rhizopodea;Foraminiferida;Koskinobigenerina;C;Vise-u;C;Serp-l;337;325;337;325;1;0
Protista;Rhizopodea;Foraminiferida;Koskinotextularia;C;Vise-l;C;u;337;293;337;999;1;0
Protista;Rhizopodea;Foraminiferida;Krikoumbilica;Tr;Anis;Tr;Ladi;243;236;243;236;1;0
Protista;Rhizopodea;Foraminiferida;Kuglerina;K;Maes-l;K;Maes-u;67;66;67;66;1;0
Protista;Rhizopodea;Foraminiferida;Kunklerina;C;Tour-l;P;;354;999;354;999;1;0
Protista;Rhizopodea;Foraminiferida;Kurnubia;J;l;J;Tith-u;198;145;999;145;1;0
Protista;Rhizopodea;Foraminiferida;Kutsevella;J;Tith-u;T;Eo;145;35;145;999;1;0
Protista;Rhizopodea;Foraminiferida;Kwantoella;P;Sakm-u;P;Leon-l;285;278;285;278;1;0
Protista;Rhizopodea;Foraminiferida;Kyphopyxa;K;Coni;K;Camp;87;77;87;77;1;0
Protista;Rhizopodea;Foraminiferida;Labiostoma;K;Sn;;;85;85;999;999;1;0
Protista;Rhizopodea;Foraminiferida;Labyrinthina;J;Sine-u;J;Tith-l;194;145;194;145;1;0
Protista;Rhizopodea;Foraminiferida;Labyrinthidoma;K;Sant-l;;;84;84;84;84;1;0
Protista;Rhizopodea;Foraminiferida;Labyrinthochitinia;O;Cara;;;453;453;453;453;1;0
Protista;Rhizopodea;Foraminiferida;Lacazina;K;Sant;K;Maes;84;67;84;67;1;0
