PHYLUM;CLASS;ORDER;GENUS;BASE_S;BASE_STG;TOP_S;TOP_STG;RANGE_BASE;RANGE_TOP;EXT_BASE;EXT_TOP;MOBILITY;PREDATOR
Mollusca;Bivalvia;Nuculoida;Acila;T;Ol-u?;R;*;26;0;26;0;1;0
Mollusca;Bivalvia;Nuculoida;Adrana;T;Eo-l;R;*;53;0;53;0;1;0
Mollusca;Bivalvia;Nuculoida;Afganodesma;O;Aren;;;477;477;477;477;1;0
Mollusca;Bivalvia;Nuculoida;Aloconcha;O;Llvi?;O;Llde?;469;462;469;462;1;0
Mollusca;Bivalvia;Nuculoida;Antactinodion;D;l;;;415;415;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Arisaigia;S;Wenl-l;;;426;426;426;426;1;0
Mollusca;Bivalvia;Nuculoida;Australoneilo;K;Maes;T;Eo-u;67;36;67;36;1;0
Mollusca;Bivalvia;Nuculoida;Australoportlandia;T;Eo-u;;;36;36;36;36;1;0
Mollusca;Bivalvia;Nuculoida;Bicrenucula;S;Ldov;;;435;435;435;435;1;0
Mollusca;Bivalvia;Nuculoida;Bicrenula;D;Fras;;;378;378;378;378;1;0
Mollusca;Bivalvia;Nuculoida;Borissia;T;Mi?;;;22;22;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Brevinucula;T;Mi;R;;22;0;999;0;1;0
Mollusca;Bivalvia;Nuculoida;Cadomia;O;Llvi-u;O;Llde-u;469;462;469;462;1;0
Mollusca;Bivalvia;Nuculoida;Caesariella;S;Wenl-u;S;Ludl-l;426;421;426;421;1;0
Mollusca;Bivalvia;Nuculoida;Calorhadia;T;Eo-l;T;Eo-u;53;36;53;36;1;0
Mollusca;Bivalvia;Nuculoida;Cardiolaria;O;Aren-u;S;Ludl;477;421;477;421;1;0
Mollusca;Bivalvia;Nuculoida;Clinopista;D;Gedi;P;Sakm;415;285;415;285;1;0
Mollusca;Bivalvia;Nuculoida;Cnestriella;K;Maes;;;67;67;67;67;1;0
Mollusca;Bivalvia;Nuculoida;Cnesterium;T;Dani;R;*;63;0;63;0;1;0
Mollusca;Bivalvia;Nuculoida;Concavodonta;O;Cara-u;O;Ashg-m;453;445;453;445;1;0
Mollusca;Bivalvia;Nuculoida;Costaledopsis;O;Ashg;;;446;446;446;446;1;0
Mollusca;Bivalvia;Nuculoida;Costatoleda;T;Ol;R;;31;0;999;0;1;0
Mollusca;Bivalvia;Nuculoida;Ctenodonta;O;Trem-l;O;Ashg-u;486;445;486;445;1;0
Mollusca;Bivalvia;Nuculoida;Ctenodontella;D;l;;;415;415;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Dacryomya;Tr;l;J;Tith;249;145;999;145;1;0
Mollusca;Bivalvia;Nuculoida;Deceptrix;O;Llvi-l;D;Emsi-l;469;396;469;396;1;0
Mollusca;Bivalvia;Nuculoida;Deminucula;T;Mi;R;;22;0;999;0;1;0
Mollusca;Bivalvia;Nuculoida;Ditichia;D;l;;;415;415;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Dysondonta;D;Emsi?;;;402;402;402;402;1;0
Mollusca;Bivalvia;Nuculoida;Economolopsis;C;Serp-l;;;325;325;325;325;1;0
Mollusca;Bivalvia;Nuculoida;Ekaterodonta;O;Aren;O;Llvi-u;477;469;477;469;1;0
Mollusca;Bivalvia;Nuculoida;Ekstadia;S;Wenl-u;S;Ludl-l;426;421;426;421;1;0
Mollusca;Bivalvia;Nuculoida;Eleganuculana;Tr;u;;;228;228;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Ennucula;T;Dani;R;*;63;0;63;0;1;0
Mollusca;Bivalvia;Nuculoida;Eritropsis;O;m;;;470;470;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Ezonuculana;K;Coni?;K;Maes;87;67;87;67;1;0
Mollusca;Bivalvia;Nuculoida;Fidera;O;Cara-m;;;453;453;453;453;1;0
Mollusca;Bivalvia;Nuculoida;Freja;S;Wenl;;;426;426;426;426;1;0
Mollusca;Bivalvia;Nuculoida;Gibbonucula;T;Eo-l;;;53;53;53;53;1;0
Mollusca;Bivalvia;Nuculoida;Glyptoleda;P;Guad-l;;;267;267;267;267;1;0
Mollusca;Bivalvia;Nuculoida;Habonucula;J;;;;999;999;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Hataiyoldia;T;Mi;;;22;22;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Hilgardia;T;Eo-l;T;Eo-m-u;53;43;53;43;1;0
Mollusca;Bivalvia;Nuculoida;Iheringinucula;T;Eo-u;T;Mi-l?;36;20.5;36;20.5;1;0
Mollusca;Bivalvia;Nuculoida;Inaequidens;O;m;O;Cara-m;470;453;999;453;1;0
Mollusca;Bivalvia;Nuculoida;Indoculana;J;Call-l;;;159;159;159;159;1;0
Mollusca;Bivalvia;Nuculoida;Johnmartinia;O;Llvi?;O;Llde?;469;462;469;462;1;0
Mollusca;Bivalvia;Nuculoida;Jupiteria;K;Albi?;R;*;106;0;106;0;1;0
Mollusca;Bivalvia;Nuculoida;Kalayoldia;T;Eo-u;R;*;36;0;36;0;1;0
Mollusca;Bivalvia;Nuculoida;Kasachia;D;m;;;392;392;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Koenenia;D;l;D;Fame-u;415;363;999;363;1;0
Mollusca;Bivalvia;Nuculoida;Kufralaria;D;m;D;u;392;365;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Lamellinucula;T;Than-l;R;*;57;0;57;0;1;0
Mollusca;Bivalvia;Nuculoida;Ledella;T;Eo-m-u;R;*;40;0;40;0;1;0
Mollusca;Bivalvia;Nuculoida;Ledina;T;Dani-l;T;Eo-u;63;36;63;36;1;0
Mollusca;Bivalvia;Nuculoida;Ledopsis;S;Ludl-u;D;l;421;397;421;999;1;0
Mollusca;Bivalvia;Nuculoida;Leiodysodonta;D;l;D;m;415;383;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Leionucula;K;Haut-l;R;;129;0;129;0;1;0
Mollusca;Bivalvia;Nuculoida;Lembulus;T;Eo;R;;52;0;999;0;1;0
Mollusca;Bivalvia;Nuculoida;Lepteviella;Tr;m;;;242;242;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Linucula;T;Ol-l;R;*;32;0;32;0;1;0
Mollusca;Bivalvia;Nuculoida;Lissanucula;T;Mi;;;22;22;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Lithorhadia;T;Dani;T;Mi-m;63;14.8;63;14.8;1;0
Mollusca;Bivalvia;Nuculoida;Lophoconcha;O;;;;999;999;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Malletia;K;Vala-l;R;*;134;0;134;0;1;0
Mollusca;Bivalvia;Nuculoida;Megayoldia;T;Ol;R;*;31;0;999;0;1;0
Mollusca;Bivalvia;Nuculoida;Menneroctenia;K;Maes;T;Mi-m;67;14.8;67;14.8;1;0
Mollusca;Bivalvia;Nuculoida;Mesoneilo;Tr;Nori;Tr;Rhae;210;202;210;202;1;0
Mollusca;Bivalvia;Nuculoida;Mesosaccella;J;Sine?;T;Than;194;57;194;57;1;0
Mollusca;Bivalvia;Nuculoida;Metapalaeoneilo;S;u;;;422;422;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Myoplusia;O;Llvi-u;O;Cara-m;469;453;469;453;1;0
Mollusca;Bivalvia;Nuculoida;Neilo;K;Camp-l;R;*;77;0;77;0;1;0
Mollusca;Bivalvia;Nuculoida;Neiloides;K;Maes;;;67;67;67;67;1;0
Mollusca;Bivalvia;Nuculoida;Neilonella;K;Maes;R;;67;0;67;0;1;0
Mollusca;Bivalvia;Nuculoida;Notonucula;D;l;;;415;415;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Nucula;K;Berr-l;R;*;140;0;140;0;1;0
Mollusca;Bivalvia;Nuculoida;Nuculana;Tr;Indu-l;R;*;250;0;250;0;1;0
Mollusca;Bivalvia;Nuculoida;Nuculavus;C;Vise-u;P;Leon-u;337;271;337;271;1;0
Mollusca;Bivalvia;Nuculoida;Nuculites;O;Cara-m;P;Djhu;453;257;453;257;1;0
Mollusca;Bivalvia;Nuculoida;Nuculodonta;S;Ldov-u;S;Wenl-u;430;425;430;425;1;0
Mollusca;Bivalvia;Nuculoida;Nuculoidea;S;Wenl-u;D;Fame-u;426;363;426;363;1;0
Mollusca;Bivalvia;Nuculoida;Nuculoma;J;Bajo-u;K;Berr-u;171;140;171;140;1;0
Mollusca;Bivalvia;Nuculoida;Nuculopsis;C;Tour-u;Tr;Indu-l;354;250;354;250;1;0
Mollusca;Bivalvia;Nuculoida;Nucundata;P;;;;999;999;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Orthoyoldia;T;Eo-l;R;;53;0;53;0;1;0
Mollusca;Bivalvia;Nuculoida;Palaeoconcha;O;Cara-u;S;Ldov-u?;453;430;453;430;1;0
Mollusca;Bivalvia;Nuculoida;Palaeoneilo;O;Aren-u;J;Plie-u?;477;188;477;188;1;0
Mollusca;Bivalvia;Nuculoida;Palaeonucula;Tr;Ladi;J;Tith;236;145;236;145;1;0
Mollusca;Bivalvia;Nuculoida;Paleostraba;S;Wenl-u;;;426;426;426;426;1;0
Mollusca;Bivalvia;Nuculoida;Paleyoldia;C;Vise-u;P;Guad;337;263;337;263;1;0
Mollusca;Bivalvia;Nuculoida;Paulinea;O;Aren-l;;;477;477;477;477;1;0
Mollusca;Bivalvia;Nuculoida;Pectinucula;K;l;K;Maes-u;138;66;999;66;1;0
Mollusca;Bivalvia;Nuculoida;Pensarnia;O;Aren-l;;;477;477;477;477;1;0
Mollusca;Bivalvia;Nuculoida;Phaenodesmia;Tr;Anis;Tr;Nori;243;210;243;210;1;0
Mollusca;Bivalvia;Nuculoida;Phestia;D;Give;Tr;l;385;246;385;999;1;0
Mollusca;Bivalvia;Nuculoida;Phestioides;D;l;D;m;415;383;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Pojetaia;Cm;Atda-l;Cm;lMid;519;507;519;507;1;0
Mollusca;Bivalvia;Nuculoida;Poroleda;K;Maes-u;R;;67;0;67;0;1;0
Mollusca;Bivalvia;Nuculoida;Portlandia;K;Sant;R;*;84;0;84;0;1;0
Mollusca;Bivalvia;Nuculoida;Praenucula;O;Aren-l;S;Wenl-u;477;425;477;425;1;0
Mollusca;Bivalvia;Nuculoida;Praesacella;J;Plie;J;Tith;188;145;188;145;1;0
Mollusca;Bivalvia;Nuculoida;Pronucula;T;Ol-u;R;*;26;0;26;0;1;0
Mollusca;Bivalvia;Nuculoida;Propeleda;T;Mi-m;R;;14.8;0;14.8;0;1;0
Mollusca;Bivalvia;Nuculoida;Pseudoleda;S;Prid?;D;Sieg;418;409;418;409;1;0
Mollusca;Bivalvia;Nuculoida;Prosoleptus;Tr;m?;Tr;Carn;242;225;999;225;1;0
Mollusca;Bivalvia;Nuculoida;Pseudonucula;P;Guad;;;265;265;265;265;1;0
Mollusca;Bivalvia;Nuculoida;Pseudonuculana;D;l;D;m;415;383;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Pseudoportlandia;T;Eo-m-l;T;Mi-u;46;7.1;46;7.1;1;0
Mollusca;Bivalvia;Nuculoida;Pseudotindaria;T;Eo-m-l;R;*;46;0;46;0;1;0
Mollusca;Bivalvia;Nuculoida;Ptychostolis;J;;;;999;999;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Qiongzhounia;T;Plio;;;5;5;5;5;1;0
Mollusca;Bivalvia;Nuculoida;Quadratonucula;C;Mosc-u;P;Sakm-u;307;285;307;285;1;0
Mollusca;Bivalvia;Nuculoida;Rollieria;J;Hett-u;J;Oxfo;198;154;198;154;1;0
Mollusca;Bivalvia;Nuculoida;Ryderia;J;Hett-l;J;Plie-u;198;188;198;188;1;0
Mollusca;Bivalvia;Nuculoida;Saccella;K;Maes;R;*;67;0;67;0;1;0
Mollusca;Bivalvia;Nuculoida;Sarepta;T;Eo-u;R;;36;0;36;0;1;0
Mollusca;Bivalvia;Nuculoida;Scaeoleda;T;Ol-u;R;;26;0;26;0;1;0
Mollusca;Bivalvia;Nuculoida;Scyphoconcha;D;l;;;415;415;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Sibiroctenia;O;Cara;;;453;453;453;453;1;0
Mollusca;Bivalvia;Nuculoida;Similoconcha;D;m;;;392;392;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Similodonta;O;Llde-l;S;Wenl-u;462;425;462;425;1;0
Mollusca;Bivalvia;Nuculoida;Sluha;O;Cara;O;Ashg-u;453;445;453;445;1;0
Mollusca;Bivalvia;Nuculoida;Spathelopsis;C;Serp-l;;;325;325;325;325;1;0
Mollusca;Bivalvia;Nuculoida;Spineilo;T;Dani;;;63;63;63;63;1;0
Mollusca;Bivalvia;Nuculoida;Sthenodonta;O;m;;;470;470;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Tancrediopsis;O;Llvi-l;D;Give;469;383;469;383;1;0
Mollusca;Bivalvia;Nuculoida;Tellinopsis;D;Give-u;;;385;385;385;385;1;0
Mollusca;Bivalvia;Nuculoida;Thestyleda;T;Plio;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Nuculoida;Thoralia;O;Aren-l;;;477;477;477;477;1;0
Mollusca;Bivalvia;Nuculoida;Tindaria;T;Than;R;*;57;0;57;0;1;0
Mollusca;Bivalvia;Nuculoida;Tironucula;O;Llvi-l;;;469;469;469;469;1;0
Mollusca;Bivalvia;Nuculoida;Trigonucula;Tr;Carn;Tr;u;225;202;225;999;1;0
Mollusca;Bivalvia;Nuculoida;Tropinuculites;S;u?;;;422;422;999;999;1;0
Mollusca;Bivalvia;Nuculoida;Truncacila;K;Apti?;R;*;116;0;116;0;1;0
Mollusca;Bivalvia;Nuculoida;Varinucula;T;Eo-m-l;R;;46;0;46;0;1;0
Mollusca;Bivalvia;Nuculoida;Veteranella;Tr;Nori;;;210;210;210;210;1;0
Mollusca;Bivalvia;Nuculoida;Xiaoshuisulcna;T;Plio;;;5;5;5;5;1;0
Mollusca;Bivalvia;Nuculoida;Yoldia;K;Maes;R;*;67;0;67;0;1;0
Mollusca;Bivalvia;Nuculoida;Yoldiella;K;Maes;R;*;67;0;67;0;1;0
Mollusca;Bivalvia;Nuculoida;Zealeda;T;Mi-l-u;R;*;18;0;18;0;1;0
Mollusca;Bivalvia;Nuculoida;Zechania;O;Cara-m;;;453;453;453;453;1;0
Mollusca;Bivalvia;Solemyoida;Acharax;P;Leon;R;*;277;0;999;0;1;0
Mollusca;Bivalvia;Solemyoida;Adulomya;T;Mi;;;22;22;999;999;1;0
Mollusca;Bivalvia;Solemyoida;Dystactella;O;Llde;D;Give-l;462;383;462;383;1;0
Mollusca;Bivalvia;Solemyoida;Huxleyia;T;Plio;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Solemyoida;Janeia;S;Wenl-u;P;Djhu;426;257;426;257;1;0
Mollusca;Bivalvia;Solemyoida;Manzanella;P;Leon-u;P;Guad-l;271;267;271;267;1;0
Mollusca;Bivalvia;Solemyoida;Nucinella;J;Hett;R;*;198;0;198;0;1;0
Mollusca;Bivalvia;Solemyoida;Ovatoconcha;O;Aren-l;;;477;477;477;477;1;0
Mollusca;Bivalvia;Solemyoida;Palaeosolemya;O;Cara-l;;;453;453;453;453;1;0
Mollusca;Bivalvia;Solemyoida;Petrasma;T;Plio;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Solemyoida;Posterodonta;K;l;;;138;138;999;999;1;0
Mollusca;Bivalvia;Solemyoida;Psiloconcha;O;Llde-u;O;Ashg-m;462;445;462;445;1;0
Mollusca;Bivalvia;Solemyoida;Solemya;C;Step-l;R;*;299;0;299;0;1;0
Mollusca;Bivalvia;Solemyoida;Solemyarina;T;Ol-u?;R;;26;0;26;0;1;0
Mollusca;Bivalvia;Solemyoida;Vorkutella;P;;;;999;999;999;999;1;0
Mollusca;Bivalvia;Praecardioida;Antipleura;S;Wenl?;;;426;426;426;426;1;0
Mollusca;Bivalvia;Praecardioida;Buchiola;D;Fras;D;Fame;378;363;378;363;1;0
Mollusca;Bivalvia;Praecardioida;Butovicella;S;Wenl-u;S;Ludl-l;426;421;426;421;1;0
Mollusca;Bivalvia;Praecardioida;Cardicarnia;S;Wenl-l;;;426;426;426;426;1;0
Mollusca;Bivalvia;Praecardioida;Cardiobeleba;S;Wenl-l;S;Wenl-u;426;425;426;425;1;0
Mollusca;Bivalvia;Praecardioida;Cardiola;S;Wenl-u;C;Tour?;426;347;426;347;1;0
Mollusca;Bivalvia;Praecardioida;Cardiolopsis;S;Wenl-l;;;426;426;426;426;1;0
Mollusca;Bivalvia;Praecardioida;Carnalpia;S;Wenl-l;;;426;426;426;426;1;0
Mollusca;Bivalvia;Praecardioida;Cominicula;S;Wenl-l;;;426;426;426;426;1;0
Mollusca;Bivalvia;Praecardioida;Dexiobia;C;Tour-l;;;354;354;354;354;1;0
Mollusca;Bivalvia;Praecardioida;Dualina;S;Wenl?;S;Prid;426;418;426;418;1;0
Mollusca;Bivalvia;Praecardioida;Euthydesma;S;Ldov-m;D;Fras-l;435;375;435;375;1;0
Mollusca;Bivalvia;Praecardioida;Hercynella;S;Prid;D;Fras;418;375;418;375;1;0
Mollusca;Bivalvia;Praecardioida;Isiola;S;Wenl-u;S;Ludl-u;426;421;426;421;1;0
Mollusca;Bivalvia;Praecardioida;Lunulacardium;S;u;C;l;422;330;999;999;1;0
Mollusca;Bivalvia;Praecardioida;Manulica;S;Ludl;;;421;421;421;421;1;0
Mollusca;Bivalvia;Praecardioida;Necklandia;S;u?;;;422;422;999;999;1;0
Mollusca;Bivalvia;Praecardioida;Nutricula;S;Wenl-u;;;426;426;426;426;1;0
Mollusca;Bivalvia;Praecardioida;Opisthocoelus;S;u;D;Fras?;422;375;999;375;1;0
Mollusca;Bivalvia;Praecardioida;Panenka;D;Gedi;;;415;415;415;415;1;0
Mollusca;Bivalvia;Praecardioida;Patrocardia;S;Wenl;S;Prid;426;418;426;418;1;0
Mollusca;Bivalvia;Praecardioida;Praecardium;S;Wenl?;D;Fame;426;363;426;363;1;0
Mollusca;Bivalvia;Praecardioida;Pseudocostatoria;S;u;;;422;422;999;999;1;0
Mollusca;Bivalvia;Praecardioida;Pygolfia;S;Ludl-u;S;Prid;421;418;421;418;1;0
Mollusca;Bivalvia;Praecardioida;Shanina;O;Llde;;;462;462;462;462;1;0
Mollusca;Bivalvia;Praecardioida;Silurina;S;u;D;l?;422;397;999;999;1;0
Mollusca;Bivalvia;Praecardioida;Slava;S;Ldov-m;S;Ludl-l;435;421;435;421;1;0
Mollusca;Bivalvia;Praecardioida;Slavinka;S;Ludl-l;;;421;421;421;421;1;0
Mollusca;Bivalvia;Praecardioida;Snoopyia;S;Prid;;;418;418;418;418;1;0
Mollusca;Bivalvia;Praecardioida;Vevoda;S;u;D;l?;422;397;999;999;1;0
Mollusca;Bivalvia;Praecardioida;Vlasta;O;Ashg-m;S;Ludl?;445;421;445;421;1;0
Mollusca;Bivalvia;Arcoida;Acar;K;Maes-l;R;*;67;0;67;0;1;0
Mollusca;Bivalvia;Arcoida;Aegilops;O;Cara-m;;;453;453;453;453;1;0
Mollusca;Bivalvia;Arcoida;Anadara;T;Eo-m-l;R;*;46;0;46;0;1;0
Mollusca;Bivalvia;Arcoida;Antoneila;C;u;;;320;320;999;999;1;0
Mollusca;Bivalvia;Arcoida;Arca;K;u;R;*;95;0;999;0;1;0
Mollusca;Bivalvia;Arcoida;Arcopsis;K;Maes-u;R;*;67;0;67;0;1;0
Mollusca;Bivalvia;Arcoida;Arcullaea;K;l;;;138;138;999;999;1;0
Mollusca;Bivalvia;Arcoida;Arginopsis;T;Eo-u;;;36;36;36;36;1;0
Mollusca;Bivalvia;Arcoida;Aupouria;T;Mi-l-l;R;*;22;0;22;0;1;0
Mollusca;Bivalvia;Arcoida;Austracuculiaea;T;Pale;;;61;61;999;999;1;0
Mollusca;Bivalvia;Arcoida;Axinola;T;Ol-u;R;*;26;0;26;0;1;0
Mollusca;Bivalvia;Arcoida;Barbatia;Tr;Nori;R;*;210;0;210;0;1;0
Mollusca;Bivalvia;Arcoida;Bathyarca;K;Maes-l;R;*;67;0;67;0;1;0
Mollusca;Bivalvia;Arcoida;Bellaxinaea;T;Eo-u;R;;36;0;36;0;1;0
Mollusca;Bivalvia;Arcoida;Bentharca;T;Mi-l-u;R;*;18;0;18;0;1;0
Mollusca;Bivalvia;Arcoida;Calloarca;T;Than;R;*;57;0;57;0;1;0
Mollusca;Bivalvia;Arcoida;Carbonarca;C;Pn;;;320;320;999;999;1;0
Mollusca;Bivalvia;Arcoida;Cardiolita;S;Ludl-u;S;Prid;421;418;421;418;1;0
Mollusca;Bivalvia;Arcoida;Catamarcaia;O;Aren-u;;;477;477;477;477;1;0
Mollusca;Bivalvia;Arcoida;Catella;Tr;Nori;T;Than;210;57;210;57;1;0
Mollusca;Bivalvia;Arcoida;Cosa;T;Eo-l;R;*;53;0;53;0;1;0
Mollusca;Bivalvia;Arcoida;Cosmetodon;P;Leon-m;J;Tith-u;279;145;279;145;1;0
Mollusca;Bivalvia;Arcoida;Costaglycymeris;T;Mi-l;T;Plio-u;20.5;4;20.5;4;1;0
Mollusca;Bivalvia;Arcoida;Cratis;T;Mi-l-l;R;*;22;0;22;0;1;0
Mollusca;Bivalvia;Arcoida;Crenulilimopsis;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Mollusca;Bivalvia;Arcoida;Cucullaea;J;Hett;R;*;198;0;198;0;1;0
Mollusca;Bivalvia;Arcoida;Cucullaearca;K;Ceno;R;*;97;0;97;0;1;0
Mollusca;Bivalvia;Arcoida;Cucullaria;T;Than-l;T;Eo-l;57;50;57;50;1;0
Mollusca;Bivalvia;Arcoida;Cunearca;T;Eo-m;R;*;43;0;43;0;1;0
Mollusca;Bivalvia;Arcoida;Curvirostrum;J;Bajo;;;171;171;171;171;1;0
Mollusca;Bivalvia;Arcoida;Cypricardites;O;u;;;455;455;999;999;1;0
Mollusca;Bivalvia;Arcoida;Cyrtodonta;O;Aren-l;S;Ldov-u;477;430;477;430;1;0
Mollusca;Bivalvia;Arcoida;Cyrtodontula;O;Aren-l;O;Ashg-m;477;445;477;445;1;0
Mollusca;Bivalvia;Arcoida;Dallarca;T;Mi-l;T;Plio-u;20.5;4;20.5;4;1;0
Mollusca;Bivalvia;Arcoida;Dicranodonta;J;Tith-u;K;Apti;145;116;145;116;1;0
Mollusca;Bivalvia;Arcoida;Didimacar;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Mollusca;Bivalvia;Arcoida;Ekaterdonta;O;Aren-u;;;477;477;477;477;1;0
Mollusca;Bivalvia;Arcoida;Empleconia;T;Mi-l;R;;20.5;0;20.5;0;1;0
Mollusca;Bivalvia;Arcoida;Eonavicula;J;Aale;R;;176;0;176;0;1;0
Mollusca;Bivalvia;Arcoida;Eontia;T;Mi-l-l;R;*;22;0;22;0;1;0
Mollusca;Bivalvia;Arcoida;Falcatodonta;O;Aren-l;;;477;477;477;477;1;0
Mollusca;Bivalvia;Arcoida;Felica;T;Plio;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Arcoida;Fugleria;T;Plio;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Arcoida;Glycymerella;T;Mi-l-u;R;*;18;0;18;0;1;0
Mollusca;Bivalvia;Arcoida;Glycymeris;K;Vala;R;*;134;0;134;0;1;0
Mollusca;Bivalvia;Arcoida;Glycymerita;K;Maes;T;Plio-u;67;4;67;4;1;0
Mollusca;Bivalvia;Arcoida;Glycymerula;T;Plio-l;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Arcoida;Grammatodon;J;Hett;K;Ceno-u?;198;97;198;97;1;0
Mollusca;Bivalvia;Arcoida;Grandaxinea;T;Eo-m-u;R;;40;0;40;0;1;0
Mollusca;Bivalvia;Arcoida;Grandiarca;T;Mi-l-u;R;*;18;0;18;0;1;0
Mollusca;Bivalvia;Arcoida;Hawaiarca;T;Eo-m-l;R;*;46;0;46;0;1;0
Mollusca;Bivalvia;Arcoida;Heikea;O;Cara;O;Ashg-m;453;445;453;445;1;0
Mollusca;Bivalvia;Arcoida;Hoernesarca;T;Plio;;;5;5;5;5;1;0
Mollusca;Bivalvia;Arcoida;Hoferia;Tr;Ladi-u;Tr;Carn;236;225;236;225;1;0
Mollusca;Bivalvia;Arcoida;Incanopsis;K;Apti;K;Maes;116;67;116;67;1;0
Mollusca;Bivalvia;Arcoida;Indogrammatodon;J;Call;K;Maes;159;67;159;67;1;0
Mollusca;Bivalvia;Arcoida;Isoarca;J;Aale;K;Maes;176;67;176;67;1;0
Mollusca;Bivalvia;Arcoida;Kenzieana;S;Wenl-l;S;Ludl-l;426;421;426;421;1;0
Mollusca;Bivalvia;Arcoida;Kikaiarca;Q;Plei;R;;1;0;1;0;1;0
Mollusca;Bivalvia;Arcoida;Larkinia;T;Mi-l;R;*;20.5;0;20.5;0;1;0
Mollusca;Bivalvia;Arcoida;Limarca;T;Eo-u;T;Ol-l;36;32;36;32;1;0
Mollusca;Bivalvia;Arcoida;Limopsis;K;Albi-m;R;*;106;0;106;0;1;0
Mollusca;Bivalvia;Arcoida;Linter;K;Ceno;K;Maes-l?;97;67;97;67;1;0
Mollusca;Bivalvia;Arcoida;Lissarca;T;Eo-m-u;R;*;40;0;40;0;1;0
Mollusca;Bivalvia;Arcoida;Lopatinia;J;Oxfo-u;K;Maes;154;67;154;67;1;0
Mollusca;Bivalvia;Arcoida;Lunarca;T;Eo-m-l;R;;46;0;46;0;1;0
Mollusca;Bivalvia;Arcoida;Mabellarca;T;Plio;R;;5;0;5;0;1;0
Mollusca;Bivalvia;Arcoida;Macrodon;Tr;Olen-u;;;247;247;247;247;1;0
Mollusca;Bivalvia;Arcoida;Macrodontella;Tr;Anis-m;;;243;243;243;243;1;0
Mollusca;Bivalvia;Arcoida;Manaia;T;Mi-l-u;T;Plio-u;18;4;18;4;1;0
Mollusca;Bivalvia;Arcoida;Matsumotoa;K;Ceno;K;Maes;97;67;97;67;1;0
Mollusca;Bivalvia;Arcoida;Megacucullaea;J;Tith;K;Nc?;145;128;145;999;1;0
Mollusca;Bivalvia;Arcoida;Melaxinaea;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Mollusca;Bivalvia;Arcoida;Metapadia;D;Sieg;D;Emsi;410;396;410;396;1;0
Mollusca;Bivalvia;Arcoida;Myodakryotus;O;Cara-l;O;Cara-m;453;453;453;453;1;0
Mollusca;Bivalvia;Arcoida;Nanonavis;K;Vala;K;Maes-u;134;66;134;66;1;0
Mollusca;Bivalvia;Arcoida;Nemodon;K;Ceno;K;Maes-u;97;66;97;66;1;0
Mollusca;Bivalvia;Arcoida;Nipponolimopsis;T;Mi-m;R;;14.8;0;14.8;0;1;0
Mollusca;Bivalvia;Arcoida;Noetia;K;Apti-l;R;*;116;0;116;0;1;0
Mollusca;Bivalvia;Arcoida;Noetiella;Q;Plei;R;;1;0;1;0;1;0
Mollusca;Bivalvia;Arcoida;Noetiopsis;T;Eo-l;T;Eo-u?;53;36;53;36;1;0
Mollusca;Bivalvia;Arcoida;Noramya;K;Vala;K;Apti;134;116;134;116;1;0
Mollusca;Bivalvia;Arcoida;Nordenskjoeldia;K;Sn;K;Maes;85;67;999;67;1;0
Mollusca;Bivalvia;Arcoida;Notogrammatodon;T;Eo-u;T;Mi-m;36;14.8;36;14.8;1;0
Mollusca;Bivalvia;Arcoida;Notolimopsis;T;Eo-l;T;Plio-u;53;4;53;4;1;0
Mollusca;Bivalvia;Arcoida;Nucunella;T;Than-l;T;Eo-u?;57;36;57;36;1;0
Mollusca;Bivalvia;Arcoida;Okinawanoarca;T;Plio;;;5;5;5;5;1;0
