"reference","reef.number","name","formation","system","series","interval","latitude","longitude","biota.main","country","collection.pbdb","remarks","authors","year","title","editors","paper","number","pages"
1801,1148,"N-Friuli Platform ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",46.25,13.1333,"Corals ","Italy ","","Abstract of ref. 1801: This paper deals with the stratigraphy of well SPAN 1 (San Pietro al Natisone, Eastern Friuli). The stratigraphic sequence is composed by Paleocenic flysch deposits (from 69 m to 748 m), Maastrichtian resedimented carbonates (from 748 m to 940 m) and Late Jurassic reef deposits (from 940 m to 1397 m, total depth). The tectonic and sedimentary evolution of the Valle del Natisone, from the Oxfordian to the Early Eocene, is outlined (Taxa discussed include Foraminifera and corals).","Sartorio, D., Tunis, G., Venturini, S. ",1987,"New contributions to the geological and paleogeographic interpretation of the Julian Prealps eastern Friuli Italy the well SPAN 1. - ","  ","Riv Ital Paleontol Stratigr ","93 ","181-200 "
1802,2666,"Mt. Medvednica ","  ","Cretaceous ","Upper Cretaceous ","Maastrichtian-Danian ",46,16.25,"Corals ","Croatia ","","Abstract of ref. 1802: The biolithitic complex with a barrier reef in NE Mt. Medvednica shows the continuity of sedimentation of the Maestrichtian-Palaeocene. The lower part of the reef, which is built up mainly of rudistids, is of Maestrichtian age. The Palaeocene part of the reef is built up mainly of hermatypic corals and solenoporacean algae. The described biolithitic complex belongs to the sedimentation model characteristic for the subduction zone with an island arc system. The boundary Cretaceous-Tertiary is found everywhere in the Dinarides marked by a significant biostratigraphic discontinuity, and in terms of lithostratigraphy, by a continuity or discontinuity depending on geotectonical events. The facies migration occurred in transgressive succession in direction opposite to the subduction.","Polsak, A. ",1985,"The boundary between the Cretaceous and Tertiary in terms of the stratigraphy and sedimentology of the biolithitic complex in Mount Medvednica northern Croatia Yugoslavia. - ","  ","Prirodosl Istraz Acta Geol ","15 ","1-23 "
1803,2667,"Vapenkova skala, Rozbehy ","  ","Cretaceous ","Upper Cretaceous ","Maastrichtian ",48.5333,17.4167,"Corals ","Slovakia ","","Abstract of ref. 1803: The 1st paleontologically confirmed occurrence of Upper Cretaceous sediments in the Little Carpathians was described. A series of strata of carbonate-sandstones through fine grained conglomerates of the Campanian with large Foraminifera of the genera Orbitoides, Pseudosidlerites and Lepidorbitoides was exposed on the southern slope of Vapenkova skala near Rozbehy. Bodies of biohermal reef limestone with corals and Dasycladaceae, probably of the Maastrichtian, were found on the walls of the Campanian strata. The find represents an important connecting link between the Brezova development of the Upper Cretaceous and Senonian sediments found to exist on the floor of the Vienna basin in drillings in the area of Zavod and Studienka. O. tissoti, O. media, P. vidali and L. minima are discussed in detail.","Köhler, E., Borza, K. ",1984,"The Upper Cretaceous with orbitoids in the Little Carpathians, Czechoslovakia. - ","  ","Geol Zbornik ","35 ","195-204 "
1805,2668,"Tsagan-Del, Wester ","  ","Ordovician ","Upper Ordovician ","early Ashgillian ",46.3333,100.3333,"Corals ","Mongolia ","79589 ","Lenses of reef-like limestones with tabulate corals: Cateniopora and diverse heliolitines. Mongoliolites paradoxides 'Proheliolites' ex gr. koskolensis Propora ex gr. magna Halysites proecedens Diverse brachiopod fauna associated with corals.","Rozman, K., Minzhin, C. ",1979,"Stratigraphy of the Ordovician Ashgillian stage of western Mongolia ","  ","International Geological Review ","22 ","575-586 "
1807,2669,"Kalpin, Tarim Platform, Xinjiang ","Shaylik ","Cambrian ","Middle Cambrian ","early Middle Cambrian ",40.8333,79.5333,"Microbes ","China ","","Basal Middle Cambrian 50 km NE of Kalpin Lower part of Shaylik Fm. consists of biolithite, leopard limestone, wormkalk and breccioid limestone. Overlain by thin-bedded chert-stripped limestone. Outer neritic platform setting in high energy environment.","Lin, Huanling, Wang, Zongzhe, Zhang, Tairong, Qiao, Xindong ",1992,"Cambrian in Tarim ","Zhou, Z., Chen, P. ","Biostratigraphy and Geological Evolution of Tarim ","  ","9-60 "
1808,2670,"Lebanon Co., Pen ","Millbach ","Cambrian ","Upper Cambrian ","Upper Cambrian ",40.4,-76.45,"Microbes ","Lebanon ",""," ","Nguyen, C. T. ",1982,"Stratigraphy, sedimentology, and structural deformation of the Millbach Formation, Conococheague Group (Upper Cambrian), eastern Lebanon County, Pennsylvania ","  ","Geological Society of America Abstracts with Programs, Northeastern and Southeastern Section Meeting ","  ","p. 68 "
1809,2671,"Aligator Creek, Bibb Co., Alabama ","Copper Ridge-Chepultepec ","Cambrian ","Upper Cambrian ","Trempealeauan-Tremadocian ",33,-87.1667,"Microbes ","United States ",""," ","Batchelder, E.C., Benson, D.J. ",1984,"Lithofacies and depositional environments of the Copper Ridge and Chepultepec Formations (Cambro-Ordovician) exposed along Alligator Creek, Bibb County, Alabama. - ","  ","Abstracts with Programs, Geological Society of America, Southeastern and North Central Sections ","16 ","p. 124 "
1813,2674,"Fuzhouwan, Liaoning ","  ","Cambrian ","Upper Cambrian ","Upper Cambrian ",39.3667,121.6667,"Microbes ","China ",""," ","Zhilin, C., Hua, H., Qiu, S. ",1992,"Palaeoenvironments of the Upper Cambrian stromatolites from Fuzhouwan, eastern Liaoning ","  ","International Symposium of Stromatolites and Plenary Meeting of IGCP Project 261 ","  ","p. 5 "
1817,2675,"Aqra ","Aqra Limestone ","Cretaceous ","Upper Cretaceous ","upper Maastrichtian ",36.7667,43.9167,"Rudists ","Iraq ","","Rudists, forams and algae as main reef builders. Some corals.","Al-Ameri, F., Lawa, F.A. ",1986,"Palaeoecological model and faunal interaction within Aqra Limestone Formation, north Iraq ","  ","Journal of the Geological Society of Iraq ","19 ","7-27 "
1818,2386,"Hadnock, Wales, Great Britain ","  ","Carboniferous ","Lower Carboniferous ","Arundian ",51.8333,-2.6833,"Microbes ","United Kingdom ","76720 ","Vermetid gastropods and microbes forming biostromes in marginal marine setting. Small bioherms up to 25 cm in height.","Wright, V.P., Wright, E.V.G. ",1981,"The paleoecology of some algal-gastropod bioherms in the Lower Carboniferous of South Wales ","  ","N. Jb. Geol. Paläont. Mh. ","1981 ","546-558 "
1820,558,"Monto, Queensland ","Cannindah Limestone ","Carboniferous ","Lower Carboniferous ","middle-upper Viséan ",-24.8833,151.1,"Microbes ","Australia ","","Middle to late Visean Cannindah limestone. Reef complex 245 m thick and 1520 m in diameter according to ref. 440, but below 100 m after ref. 1820","Jull, R.K. ",1968,"The Lower Carboniferous limestones in the Monto-Old Cannindah district: a brief description and a proposed name ","  ","Queensland Government of Mining Journal ","69 ","199-201 "
1821,2676,"Mesaoria Plain ","Nicosia ","Neogene ","Pliocene ","Pliocene ",35.0961,33.1486,"Corals ","Cyprus ","34689 ","40 m water depth inferred. Dominated by ramose Cladocora, but diverse molluscan fauna 38 species in total. Reef builders Cladocora, Ostrea and serpulids 9 m thick, 50 m wide. Base with Ostrea domination. Reef resting on calcareous silts, sandstones and conglomerates. Similar structure as Tortonian reefs. Abstract of Ref. 1821: Paleocological analysis of the reef community shows that, apart from corals, it was dominated by epifaunal molluscs. It represents one of the most diverse fossil communities found on Cyprus following the Messinian Salinity Crisis (MSC), with 38 identified species of macrofossils and 8 species of foraminifera. When compared to patch reefs on Cyprus formed just prior to the MSG, this Pliocene reef shows both the biological devastation of the event and the quick and complete recovery of the reefal biodiversity.","Dornbos, S.Q., Wilson, M.A. ",1999,"Paleoecology of a Pliocene coral reef in Cyprus: recovery of a marine community from the Messinian Salinity Crisis ","  ","Neues Jahrbuch für Geologie und Paläontologie Abhandlungen ","213 ","103-118 "
1823,2677,"Osmundsberget, Dalarne ","Boda Limestone ","Ordovician ","Upper Ordovician ","Hirnantian ",61.1,15.2,"Algae ","Sweden ","2756 ","Up to 30 m thick bioherms of Palaeoporella variabilis (Codiacean, Chlorophyta) and abundant sparite. Micritization noted. Open porosity. Growth ceased before end of Hirnantian.","Jux, U. ",1966,"Palaeoporella im Boda-Kalk von Dalarne ","  ","Palaeontographica ","B118 ","153-165 "
1827,2679,"Salina, Curacao, Netherland Antilles ","  ","Neogene ","Miocene ","Messinian ",12.1,-68.9,"Corals ","Netherlands ","41028 ","10 coral species listed: Montastrea limbata most abundant","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1827,2678,"Rosseveltveg, Curacao, Netherland Antilles ","  ","Neogene ","Pliocene ","Upper Pliocene ",12.1333,-68.95,"Corals ","Netherlands ","41038 ","Two units: Top: Acropora palmata dominant Base: Stylophora affinis dominant Maximum 11 coral species at one locality.","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1827,2681,"Brazo Seco ","  ","Neogene ","Pliocene ","Zanclean ",10.25,-83.4167,"Corals ","Costa Rica ","41072 ","8 dominant coral species indicated. Placocyathus prevailing.","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1827,2680,"Gurabo Adentro ","Cercado ","Neogene ","Miocene ","Tortonian/Messinian ",19.5333,-71.1833,"Corals ","Dominican Republic ","41065 ","Up to 14 species indicated from one reef body. Porites, Monastrea and Stylophora prevailing. 38 coral genera (71 species) in total according to ref. 1902. 19 m thick fringing reefs near edge of gently sloping shelf.","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1827,3331,"Gurabo Adentro ","Cercado ","Neogene ","Pliocene ","Zanclean ",19.5333,-71.1833,"Corals ","Dominican Republic ","41070 "," ","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1827,3330,"Salina, Curacao, Netherland Antilles ","  ","Neogene ","Pliocene ","Zanclean ",12.1,-68.9,"Corals ","Netherlands ","41032 "," ","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1827,2682,"Bowden ","  ","Neogene ","Pliocene ","Upper Pliocene ",17.8833,-76.3167,"Corals ","Jamaica ","34539 ","Deep reef (> 20 m) environment. 9 coral species indicated Placocyathus alveolus strongly predominant.","Budd, A.F., Johnson, K.G. ",1999,"Origination preceding extinction during late Cenozoic turnover of Caribbean reefs ","  ","Paleobiology ","25 ","188-200 "
1828,2685,"Lampazos, Sonora ","Espinazo del Diablo ","Cretaceous ","Lower Cretaceous ","middle Albian ",29.2,-109.5,"Corals ","Mexico ","21255 ","Bisbee Group Thick massive biohermal limestones mentioned at base and top of Espinazo del Diablo Fm. 12 Coral species described. Age assignment corrected by ref. 2005, abstract: The stratigraphy and structure of the Lower Cretaceous (Aptian-Albian) rocks exposed in the area of Lampazos, Sonora, are redefined and correlated to well-known stratigraphic successions of Chihuahua and northeast Mexico (Coahuila and Nuevo Leon). Originally, seven stratigraphic units were proposed for the Cretaceous rocks exposed in the Lampazos area, but in this article only five units (El Aliso, Agua Salada, Lampazos, Espinazo del Diablo, and Los Picachos formations) have been used, and we propose herein to discontinue usage of the other two (Nogal and La Mesa formations). This Aptian-Albian succession of east-central Sonora yields facies and fossil content remarkably similar to coeval sequences in the Gulf of Mexico realm (Chihuahua, Coahuila, and Nuevo Leon). These sections contain abundant microfossils (benthic and planktonic foraminifera, colomiellids, nannoconids, and radiolarians) that permit detailed biostratigraphic determinations. A complete Aptian-lower Albian section (base of K-6 through top of K-15 of the biochronologic scheme of Longoria, 1984) was identified. Abrupt lithic changes through the Aptian-Albian section of Lampazos revealed three major paleoceanographic events having an overall regional marine transgression, including an early Aptian (K-6 to K-7) event, a late Aptian (K-10 to K-11) event, and an early Albian (K-13 to K-14) maximum flooding phase. We used physical and biochronologic data to tie the aforementioned events to geochemically constrained Aptian-Albian oceanic anoxic events (OAEs) in Santa Rosa Canyon of Nuevo Leon. The close correlation between the oceanic events in east Sonora (northwest Mexico) and central Nuevo Leon (northeast Mexico) invokes the closer paleogeographic development of the two regions (Begin page 1812) and undoubtedly links the area of Lampazos to a rapid encroachment of the paleo-Gulf of Mexico through north-central Mexico (the Mexican Sea) into northwestern Mexico (Chihuahua trough and Sonoran basin). The early Aptian (biozones K-6 to K-7) transgression has its maximum extension during the early Albian (biozones K-13 to K-14), culminating with the drowning of the carbonate platforms. The Lower Cretaceous rocks exposed in the Lampazos area are complexly folded and faulted. The more conspicuous structures are isoclinal and box-shaped folds and thrust faults, mostly oriented north-south and northwest-southeast, having vergences to both the northeast and southwest. A very conspicuous feature is the opposite vergence of thrust faults, either converging or diverging. Two dextral strike-slip faults (northeast-southwest and east-west) separate the area into three large blocks that have different patterns of folds and thrust faults. Also, it is evident that the area was affected by at least two episodes of normal faulting. Furthermore, the structural style of deformation present in the Lampazos succession is remarkably similar to the style of deformation of coeval rocks in northeastern Mexico, especially to the structure of the Chihuahua tectonic belt. The Lampazos succession is paleogeographically and tectonically related to the Chihuahua tectonic belt, and it is considered to be the westernmost extension of the ancestral Gulf of Mexico. The fact that the Lampazos succession can be lithocorrelated to known sequences in northeastern Chihuahua (Lucero, Ahumada, and Loma Plata formations) and northeast Mexico (Cupido, San Angel, La Pe±a, and Tamaulipas formations), which are know to be source rocks in exploration wells in Nuevo Leon and Coahuila, makes the Lampazos area of Sonora potentially attractive as an exploration target.","Baron-Szabo, R.C., González-León, C.M. ",1999,"Lower Cretaceous corals and stratigraphy of the Bisbee Group (Cerro de Oro and Lampazos areas), Sonora, Mexico ","  ","Cretaceous Research ","20 ","465-497 "
1828,2684,"Cerro de Oro, Sonora ","Mural Limestone ","Cretaceous ","Lower Cretaceous ","Aptian-Albian ",29.6,-110.625,"Corals ","Mexico ","21254 ","Late Aptian to middle Albian. Biohermal structures of colonial corals, stromatoporoids, rudists and other bivalves and abundant formas. Up to 10 m high and 700 m long. Corals and stromatoporoids in growth position. 20 corals described. 1 added for stromatoporoids","Baron-Szabo, R.C., González-León, C.M. ",1999,"Lower Cretaceous corals and stratigraphy of the Bisbee Group (Cerro de Oro and Lampazos areas), Sonora, Mexico ","  ","Cretaceous Research ","20 ","465-497 "
1828,2683,"Cerro de Oro, Sonora ","Cerro de Oro ","Cretaceous ","Lower Cretaceous ","Barremian-Aptian ",29.75,-110.6667,"Corals ","Mexico ","21253 ","late Barremian-early Aptian Uppermost Cerro de Oro Fm. Described as reef-like biohermal structures up to 10 m thick and up to 100 m long. Coral boundstones with bivalves and forams. 21 Coral species described.","Baron-Szabo, R.C., González-León, C.M. ",1999,"Lower Cretaceous corals and stratigraphy of the Bisbee Group (Cerro de Oro and Lampazos areas), Sonora, Mexico ","  ","Cretaceous Research ","20 ","465-497 "
